,title,link,supplier,rating,reviews,price,imageUrl,description,length,sleeve_length,fit,neckline,composition,color,imported,article_number,sustainability,gender
280,Oversized Printed T-shirt,https://www2.hm.com/en_us/productpage.0902140014.html,[],,[reviewsLabel],$17.99,"//lp2.hm.com/hmgoepprod?set=source[/5f/8a/5f8a4ced02f39ac508fc7b4af8cddd0f773e40f4.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Oversized T-shirt in washed-look cotton jersey with a printed graphic design. Heavily dropped shoulders and ribbed neckline.,,Short sleeve,Oversized,Round Neck,Cotton 100%,White/red/blue,Yes,0902140014,,women
281,Cotton Jersey T-shirt,https://www2.hm.com/en_us/productpage.0975586003.html,[],,[reviewsLabel],$5.99,"//lp2.hm.com/hmgoepprod?set=source[/d9/ad/d9adb9717e701a42232d1cdcf604e7978ccc27c8.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]","Straight-cut, relaxed-fit T-shirt in soft cotton jersey with a ribbed crew neck.",,Short sleeve,,Round Neck,Cotton 100%,Powder pink,Yes,0975586003,environmentalMarker,women
282,Oversized T-shirt,https://www2.hm.com/en_us/productpage.0996244007.html,[],,[reviewsLabel],$34.99,"//lp2.hm.com/hmgoepprod?set=source[/19/00/19008cb6f38ddbc2152b59acd4a4ea8b39645e86.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Oversized T-shirt in soft viscose jersey. Crew neck and dropped shoulders.,,Short sleeve,Oversized,Round Neck,Viscose 100%,Light gray melange,Yes,0996244007,,women
283,Linen T-shirt,https://www2.hm.com/en_us/productpage.0965452002.html,[],,[reviewsLabel],$17.99,"//lp2.hm.com/hmgoepprod?set=source[/a3/c9/a3c97d0a0309ecac9fff46ded1c9e3c8281a3388.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Straight-cut T-shirt in airy linen jersey. Low-cut V-neck and dropped shoulders.,,Short sleeve,,Low-cut Neckline,Linen 100%,Mint green,Yes,0965452002,,women
284,Ribbed Jersey T-shirt,https://www2.hm.com/en_us/productpage.0991690004.html,[],,[reviewsLabel],$17.99,"//lp2.hm.com/hmgoepprod?set=source[/2a/77/2a779278d1abafa67dcf465f11d761d756ec89fd.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]","Longer, relaxed-fit T-shirt in soft, ribbed jersey. Round, ribbed neckline, dropped shoulders, and short sleeves. Slit at each side of hem.",,Short sleeve,,Round Neck,"Polyester 61%, Viscose 34%, Elastane 5%",Solid-color,Yes,0991690004,environmentalMarker,women
285,H&M+ Printed T-shirt,https://www2.hm.com/en_us/productpage.1020152006.html,[],,[reviewsLabel],$17.99,"//lp2.hm.com/hmgoepprod?set=source[/84/dd/84ddf2bf2a76e23c41c2dbab820c6d4d4768bc90.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Wide-cut T-shirt in cotton jersey with a printed motif at front. Ribbed crew neck.,,Short sleeve,,Round Neck,Cotton 100%,Dark gray/purple/yellow,Yes,1020152006,,women
286,Modal-blend T-shirt,https://www2.hm.com/en_us/productpage.0979237004.html,[],,[reviewsLabel],$9.99,"//lp2.hm.com/hmgoepprod?set=source[/40/d4/40d496626437587ee3d67c34a60cf6794c42ca51.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",T-shirt in soft slub jersey made from a modal and cotton blend. Wide neckline and rounded hem.,,Short sleeve,,Round Neck,"Cotton 50%, Modal 50%",Light gray melange,Yes,0979237004,,women
287,H&M+ Oversized T-shirt,https://www2.hm.com/en_us/productpage.1023579002.html,[],,[reviewsLabel],$12.99,"//lp2.hm.com/hmgoepprod?set=source[/5a/d2/5ad232052de25147e2591999384fe8852bee8690.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",No Fear x H&M. Oversized T-shirt in soft cotton jersey with a printed design. Dropped shoulders and wide sleeves.,,Short sleeve,Oversized,Round Neck,Cotton 100%,Black,Yes,1023579002,environmentalMarker,women
288,Zodiac T-shirt,https://www2.hm.com/en_us/productpage.1009635008.html,[],,[reviewsLabel],$12.99,"//lp2.hm.com/hmgoepprod?set=source[/ab/14/ab14669cae67df2344c72f4dcefae6a2ca9420d0.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Classic T-shirt in cotton jersey with a printed zodiac motif at front.,Regular length,Short sleeve,Regular fit,Round Neck,Cotton 100%,Black/green,Yes,1009635008,,women
289,Silk-blend T-shirt,https://www2.hm.com/en_us/productpage.0776746001.html,[],,[reviewsLabel],$34.99,"//lp2.hm.com/hmgoepprod?set=source[/9b/11/9b11e10394f2275b5de0e664b2487fc68ad6eb40.jpg],origin[dam],category[ladies_tops_tshirts],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]","Classic, straight-cut T-shirt in jersey made from a cotton and silk blend. Short sleeves.",,Short sleeve,,Round Neck,"Silk 50%, Cotton 50%",Black,Yes,0776746001,Premium Selection,women
290,H&M+ Oversized T-shirt,https://www2.hm.com/en_us/productpage.1023579001.html,[],,[reviewsLabel],$12.99,"//lp2.hm.com/hmgoepprod?set=source[/10/33/10332bbeef867e980cd817601fc61a733ce95551.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",No Fear x H&M. Oversized T-shirt in soft cotton jersey with a printed design. Dropped shoulders and wide sleeves.,,Short sleeve,Oversized,Round Neck,Cotton 100%,Cream/green/brown/black,Yes,1023579001,environmentalMarker,women
291,Jersey T-shirt,https://www2.hm.com/en_us/productpage.0717490008.html,[],,[reviewsLabel],$5.99,"//lp2.hm.com/hmgoepprod?set=source[/0a/10/0a1015e3ea002a39b85f72e4554ce35ec01030ac.jpg],origin[dam],category[ladies_tops_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",T-shirt in soft jersey.,,Short sleeve,,Round Neck,Cotton 100%,Pink,Yes,0717490008,,women
292,Cotton Jersey T-shirt,https://www2.hm.com/en_us/productpage.0975586007.html,[],,[reviewsLabel],$5.99,"//lp2.hm.com/hmgoepprod?set=source[/47/56/4756291004459e5411248b0f907357ce7e447584.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]","Straight-cut, relaxed-fit T-shirt in soft cotton jersey with a ribbed crew neck.",,Short sleeve,,Round Neck,"Cotton 90%, Polyester 10%",Light gray melange/black,Yes,0975586007,environmentalMarker,women
293,2-pack Cotton T-shirts,https://www2.hm.com/en_us/productpage.0994311002.html,[],,[reviewsLabel],$12.99,"//lp2.hm.com/hmgoepprod?set=source[/b1/4f/b14f24f1f05ef8ee79efdbf94a108766826daab9.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]","Fitted, V-neck T-shirts in soft cotton jersey.",,Short sleeve,Fitted,V-neck,"Cotton 50%, Modal 50%",Dark gray melange/light gray melange,Yes,0994311002,environmentalMarker,women
294,Modal-blend T-shirt,https://www2.hm.com/en_us/productpage.0979237003.html,[],,[reviewsLabel],$9.99,"//lp2.hm.com/hmgoepprod?set=source[/5e/76/5e7651c73925e76ec5e5cea2f0e7eabaf0d591ad.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",T-shirt in soft slub jersey made from a modal and cotton blend. Wide neckline and rounded hem.,,Short sleeve,,Round Neck,"Cotton 50%, Modal 50%",Light blue melange,Yes,0979237003,,women
295,Zodiac T-shirt,https://www2.hm.com/en_us/productpage.1009635007.html,[],,[reviewsLabel],$12.99,"//lp2.hm.com/hmgoepprod?set=source[/36/1c/361cd2a603521d5faf65f52c0cf8dfdff2f41ae8.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Classic T-shirt in cotton jersey with a printed zodiac motif at front.,Regular length,Short sleeve,Regular fit,Round Neck,Cotton 100%,White/blue,Yes,1009635007,,women
296,Modal-blend T-shirt,https://www2.hm.com/en_us/productpage.0979237002.html,[],,[reviewsLabel],$9.99,"//lp2.hm.com/hmgoepprod?set=source[/7d/25/7d2518d9cddd25bea7810b67df9929f72ece024c.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",T-shirt in soft slub jersey made from a modal and cotton blend. Wide neckline and rounded hem.,,Short sleeve,,Round Neck,"Cotton 50%, Modal 50%",White,Yes,0979237002,,women
297,Linen Jersey T-shirt,https://www2.hm.com/en_us/productpage.0989308005.html,[],,[reviewsLabel],$14.99,"//lp2.hm.com/hmgoepprod?set=source[/00/b1/00b11d29a605cd488b6dd3963de4947fac454197.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Relaxed-fit T-shirt in melange linen jersey. Low-cut V-neck at front and dropped shoulders.,,Short sleeve,Loose fit,Low-cut Neckline,Linen 100%,Light green,Yes,0989308005,,women
298,Printed Crop T-shirt,https://www2.hm.com/en_us/productpage.1020378001.html,[],,[reviewsLabel],$12.99,"//lp2.hm.com/hmgoepprod?set=source[/41/d0/41d0d4e5069aed9bf178c33b95d6e53e401461fd.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Fitted crop T-shirt in soft cotton jersey. Printed design at front and round neckline with narrow trim.,Crop,Short sleeve,Fitted,Round Neck,"Cotton 95%, Elastane 5%",Black/light purple,Yes,1020378001,environmentalMarker,women
299,Zodiac T-shirt,https://www2.hm.com/en_us/productpage.1009635001.html,[],,[reviewsLabel],$12.99,"//lp2.hm.com/hmgoepprod?set=source[/ef/78/ef785f68e557254f2ae4b2f912cc655493caf892.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Classic T-shirt in cotton jersey with a printed zodiac motif at front.,Regular length,Short sleeve,Regular fit,Round Neck,Cotton 100%,Black/white,Yes,1009635001,,women
300,Cotton T-shirt,https://www2.hm.com/en_us/productpage.0934071001.html,[],,[reviewsLabel],$5.99,"//lp2.hm.com/hmgoepprod?set=source[/ad/79/ad79050dca0ffc335c019bcea7104666fe4c5e26.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",T-shirt in soft cotton jersey.,,Short sleeve,,Round Neck,Cotton 100%,Black,Yes,0934071001,,women
301,Cotton T-shirt,https://www2.hm.com/en_us/productpage.0963662025.html,[],,[reviewsLabel],$5.99,"//lp2.hm.com/hmgoepprod?set=source[/3f/c8/3fc8fe951325df7643b1f4031f2f612256956c06.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Straight-cut T-shirt in soft cotton jersey with ribbed crew neck and gently dropped shoulders.,,Short sleeve,,Round Neck,Cotton 100%,Light pink,Yes,0963662025,,women
302,Zodiac T-shirt,https://www2.hm.com/en_us/productpage.1009635005.html,[],,[reviewsLabel],$12.99,"//lp2.hm.com/hmgoepprod?set=source[/30/e9/30e9ed7c46f7275e79bc39a5881e6e27feeb09f2.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Classic T-shirt in cotton jersey with a printed zodiac motif at front.,Regular length,Short sleeve,Regular fit,Round Neck,Cotton 100%,White/black,Yes,1009635005,,women
303,Modal-blend T-shirt,https://www2.hm.com/en_us/productpage.0979237006.html,[],,[reviewsLabel],$9.99,"//lp2.hm.com/hmgoepprod?set=source[/0f/48/0f4837aa45319f2d45cd54fa9a97cdb32b6abd92.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",T-shirt in soft slub jersey made from a modal and cotton blend. Wide neckline and rounded hem.,,Short sleeve,,Round Neck,"Cotton 50%, Modal 50%",Light taupe,Yes,0979237006,,women
304,2-pack Cotton T-shirts,https://www2.hm.com/en_us/productpage.0826646001.html,[],,[reviewsLabel],$12.99,"//lp2.hm.com/hmgoepprod?set=source[/72/d9/72d974961b6786d8fea1d707d1fce46581261274.jpg],origin[dam],category[ladies_tops_tshirts],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Fitted T-shirts in soft organic cotton jersey.,,Short sleeve,Fitted,Round Neck,Cotton 100%,Black/white,Yes,0826646001,environmentalMarker,women
305,Modal-blend T-shirt,https://www2.hm.com/en_us/productpage.0979237008.html,[],,[reviewsLabel],$9.99,"//lp2.hm.com/hmgoepprod?set=source[/75/1d/751de482570ad513b219ca00bd7a3b44652c000b.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",T-shirt in soft slub jersey made from a modal and cotton blend. Wide neckline and rounded hem.,,Short sleeve,,Round Neck,"Cotton 50%, Modal 50%",Cream,Yes,0979237008,,women
306,H&M+ 2-pack T-shirts,https://www2.hm.com/en_us/productpage.0993012002.html,[],,[reviewsLabel],$24.99,"//lp2.hm.com/hmgoepprod?set=source[/de/e4/dee4ca6d8f7d6a52fe69d08f0ca2104fccafc365.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",T-shirt in soft jersey made from a modal and cotton blend. Wide neckline and rounded hem.,,Short sleeve,,Round Neck,"Cotton 90%, Viscose 10%",Black/white/light gray melange,Yes,0993012002,,women
307,Zodiac T-shirt,https://www2.hm.com/en_us/productpage.1009635003.html,[],,[reviewsLabel],$12.99,"//lp2.hm.com/hmgoepprod?set=source[/81/bd/81bd8bfc941c1b2460d24188aa5e9a96e9a0e350.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Classic T-shirt in cotton jersey with a printed zodiac motif at front.,Regular length,Short sleeve,Regular fit,Round Neck,Cotton 100%,Black/neon yellow,Yes,1009635003,,women
308,Zodiac T-shirt,https://www2.hm.com/en_us/productpage.1009635009.html,[],,[reviewsLabel],$12.99,"//lp2.hm.com/hmgoepprod?set=source[/1b/0e/1b0eec6071107f9526310135ad0797305a97c34e.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Classic T-shirt in cotton jersey with a printed zodiac motif at front.,Regular length,Short sleeve,Regular fit,Round Neck,Cotton 100%,White/light pink,Yes,1009635009,,women
309,Oversized T-shirt,https://www2.hm.com/en_us/productpage.1004672001.html,[],,[reviewsLabel],$17.99,"//lp2.hm.com/hmgoepprod?set=source[/fc/4c/fc4cb09637e30c01428e78c602f2bee1eb495212.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Oversized T-shirt in soft cotton jersey. Ribbed crew neck and heavily dropped shoulders.,Long,Short sleeve,Oversized,Round Neck,Cotton 100%,Dark gray,Yes,1004672001,,women
310,Graphic Design Crop T-shirt,https://www2.hm.com/en_us/productpage.0999151003.html,[],,[reviewsLabel],$12.99,"//lp2.hm.com/hmgoepprod?set=source[/fe/6c/fe6cd0e8859b2a1eaaf260781fcdf7def7a1f0e6.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]","Sex Education x H&M. Short, oversized T-shirt in cotton jersey with a graphic design. Ribbed neckline, heavily dropped shoulders, and short, wide sleeves. Roll-edge hem.",Crop,Short sleeve,Oversized,Round Neck,Cotton 100%,Dark red/gold-colored,Yes,0999151003,environmentalMarker,women
311,Oversized T-shirt,https://www2.hm.com/en_us/productpage.1021307002.html,[],,[reviewsLabel],$14.99,"//lp2.hm.com/hmgoepprod?set=source[/65/76/6576d2363e3cd59a0268cb1023df4e67c72c2357.jpg],origin[dam],category[ladies_basics_tops],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Oversized T-shirt in cotton-blend sweatshirt fabric. Ribbed neckline and dropped shoulders.,Long,Short sleeve,Oversized,Round Neck,"Polyester 52%, Cotton 48%",White,Yes,1021307002,environmentalMarker,women
312,H&M+ Wide-cut Cotton T-shirt,https://www2.hm.com/en_us/productpage.0966101002.html,[],,[reviewsLabel],$9.99,"//lp2.hm.com/hmgoepprod?set=source[/95/d2/95d2c4048d4801d391979dca01cd2df55c8451e9.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Wide-cut T-shirt in soft cotton jersey with a ribbed neckline.,,Short sleeve,Loose fit,Round Neck,Cotton 100%,White,Yes,0966101002,,women
313,Crop T-shirt,https://www2.hm.com/en_us/productpage.0992852001.html,[],,[reviewsLabel],$12.99,"//lp2.hm.com/hmgoepprod?set=source[/ae/b4/aeb43f6ca11263c92f7436d63593c61be1fb2f7a.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]","Slightly oversized crop T-shirt in soft cotton jersey with a printed design. Crew neck, heavily dropped shoulders, and wide, elbow-length sleeves.",Crop,Short sleeve,Oversized,Round Neck,Cotton 100%,Dark green/white,Yes,0992852001,,women
314,Zodiac T-shirt,https://www2.hm.com/en_us/productpage.1009635006.html,[],,[reviewsLabel],$12.99,"//lp2.hm.com/hmgoepprod?set=source[/94/b0/94b0c7a752507baee76f34b75f2870b532af0f1e.jpg],origin[dam],category[ladies_tops_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Classic T-shirt in cotton jersey with a printed zodiac motif at front.,Regular length,Short sleeve,Regular fit,Round Neck,Cotton 100%,White/blue,Yes,1009635006,,women
315,Jersey T-shirt,https://www2.hm.com/en_us/productpage.0717490057.html,[],,[reviewsLabel],$5.99,"//lp2.hm.com/hmgoepprod?set=source[/f1/4a/f14ae7b2a9d3b0ef806a75b51405175996699768.jpg],origin[dam],category[ladies_tops_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",T-shirt in soft jersey.,,Short sleeve,,Round Neck,"Viscose 50%, Cotton 50%",Powder pink/white,Yes,0717490057,,women
316,Printed T-shirt,https://www2.hm.com/en_us/productpage.1008691001.html,[],,[reviewsLabel],$24.99,"//lp2.hm.com/hmgoepprod?set=source[/b0/f9/b0f9bfd68197b99f621980153476664c3e35777c.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Studio Collection. Boxy T-shirt in soft cotton jersey with an embroidered detail at front and printed design at back. Ribbed crew neck and gently dropped shoulders.,Regular length,Short sleeve,Regular fit,Round Neck,Cotton 100%,White/orange,Yes,1008691001,environmentalMarker,women
317,Sleeveless T-shirt,https://www2.hm.com/en_us/productpage.0964835013.html,[],,[reviewsLabel],$9.99,"//lp2.hm.com/hmgoepprod?set=source[/2d/a9/2da9d071f282463d81e0a764a984a4b98fded0f1.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]","Oversized, sleeveless T-shirt in soft cotton jersey with a ribbed crew neck.",,Sleeveless,Oversized,Round Neck,Cotton 100%,Light blue,Yes,0964835013,,women
318,H&M+ 2-pack T-shirts,https://www2.hm.com/en_us/productpage.0993012001.html,[],,[reviewsLabel],$24.99,"//lp2.hm.com/hmgoepprod?set=source[/20/3c/203c74fffd3ecf337d6aecf70cb34b188649d2bb.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",T-shirt in soft jersey made from a modal and cotton blend. Wide neckline and rounded hem.,,Short sleeve,,Round Neck,"Cotton 50%, Modal 50%",Black/white,Yes,0993012001,,women
319,H&M+ 2-pack T-shirts,https://www2.hm.com/en_us/productpage.0993012004.html,[],,[reviewsLabel],$24.99,"//lp2.hm.com/hmgoepprod?set=source[/4b/f9/4bf9faf1948df0e8e55e3bbb23765dc88aed9317.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",T-shirt in soft jersey made from a modal and cotton blend. Wide neckline and rounded hem.,,Short sleeve,,Round Neck,"Shell: Cotton 50%, Modal 50%",Light gray melange/black,Yes,0993012004,,women
320,Printed T-shirt,https://www2.hm.com/en_us/productpage.0950728025.html,[],,[reviewsLabel],$17.99,"//lp2.hm.com/hmgoepprod?set=source[/52/a5/52a5e9155f4c1b03329611277ffb9c7a9860da73.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Slightly oversized T-shirt in soft cotton jersey with a printed design. Crew neck and dropped shoulders.,,Short sleeve,,Round Neck,Cotton 100%,Black/white/light blue/light purple,Yes,0950728025,,women
321,Cotton T-shirt,https://www2.hm.com/en_us/productpage.0827968001.html,[],,[reviewsLabel],$12.99,"//lp2.hm.com/hmgoepprod?set=source[/92/7f/927f7556b963beb98b8f094e3d418cb2ea30f543.jpg],origin[dam],category[ladies_tops_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",Straight-cut T-shirt in thick cotton jersey.,,Short sleeve,,Round Neck,Cotton 100%,White,Yes,0827968001,,women
322,Ribbed T-shirt,https://www2.hm.com/en_us/productpage.0938690010.html,[],,[reviewsLabel],$7.99,"//lp2.hm.com/hmgoepprod?set=source[/96/d1/96d15cfecc1f967c52803b27ce764539e84c6d43.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Fitted T-shirt in ribbed cotton jersey with a wide neckline.,,Short sleeve,Fitted,Round Neck,"Cotton 95%, Elastane 5%",White/black,Yes,0938690010,,women
323,Printed T-shirt,https://www2.hm.com/en_us/productpage.0922205012.html,[],,[reviewsLabel],$12.99,"//lp2.hm.com/hmgoepprod?set=source[/52/19/5219eb1cf9c6de1560bd46a2664aed09871a4e29.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",T-shirt in soft cotton jersey with a printed design. Round neckline and short sleeves with sewn cuffs.,,Short sleeve,,Round Neck,Cotton 100%,Dark gray/pink/purple/white/black,Yes,0922205012,,women
324,Modal-blend T-shirt,https://www2.hm.com/en_us/productpage.0979237005.html,[],,[reviewsLabel],$9.99,"//lp2.hm.com/hmgoepprod?set=source[/16/7b/167b5438605ddd56279c4b27f4a6fd150a0fb484.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",T-shirt in soft slub jersey made from a modal and cotton blend. Wide neckline and rounded hem.,,Short sleeve,,Round Neck,"Cotton 50%, Modal 50%",Powder pink,Yes,0979237005,,women
325,Zodiac T-shirt,https://www2.hm.com/en_us/productpage.1009635010.html,[],,[reviewsLabel],$12.99,"//lp2.hm.com/hmgoepprod?set=source[/22/fe/22fe841b222a42a882b4200eada8d5b22b55c0ef.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Classic T-shirt in cotton jersey with a printed zodiac motif at front.,Regular length,Short sleeve,Regular fit,Round Neck,Cotton 100%,Black/purple,Yes,1009635010,,women
326,Oversized Printed T-shirt,https://www2.hm.com/en_us/productpage.0982361003.html,[],,[reviewsLabel],$17.99,"//lp2.hm.com/hmgoepprod?set=source[/15/6a/156a5dbcdb6b70b51f74abd4bb7e86a45e5ede43.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[3]&call=url[file:/product/style]",Oversized T-shirt in soft cotton jersey with a printed design.,,Short sleeve,Oversized,Round Neck,Cotton 100%,Black/neon green,Yes,0982361003,,women
327,Jersey T-shirt,https://www2.hm.com/en_us/productpage.0717490075.html,[],,[reviewsLabel],$5.99,"//lp2.hm.com/hmgoepprod?set=source[/1b/6d/1b6da240bcc14122946d9fcf9ff6d3813ed2a489.jpg],origin[dam],category[ladies_tops_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",T-shirt in soft jersey.,,Short sleeve,,Round Neck,"Viscose 50%, Cotton 50%",Light gray melange/powder pink,Yes,0717490075,,women
328,Viscose V-neck T-shirt,https://www2.hm.com/en_us/productpage.0976661002.html,[],,[reviewsLabel],$12.99,"//lp2.hm.com/hmgoepprod?set=source[/6d/e9/6de944ace8d5331ac6c70e6ae231f8f741164bf4.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",V-neck T-shirt in softly draped viscose jersey.,,Short sleeve,,V-neck,Viscose 100%,Black,Yes,0976661002,environmentalMarker,women
329,Cotton T-shirt,https://www2.hm.com/en_us/productpage.0979236002.html,[],,[reviewsLabel],$4.99,"//lp2.hm.com/hmgoepprod?set=source[/22/d4/22d4ecddb7feca9b96c03ab2c0a3c82ab9851391.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",T-shirt in cotton jersey. Slightly wider neckline with narrow trim.,,Short sleeve,,Round Neck,Cotton 100%,White,Yes,0979236002,,women
330,Crop T-shirt,https://www2.hm.com/en_us/productpage.1026007001.html,[],,[reviewsLabel],$14.99,"//lp2.hm.com/hmgoepprod?set=source[/7a/f4/7af405747510ee216008c67b86cdf3f77a790aa7.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Oversized crop T-shirt in cotton jersey with a printed pattern.,Crop,Short sleeve,Oversized,Round Neck,Cotton 100%,White/black,Yes,1026007001,,women
331,Zodiac T-shirt,https://www2.hm.com/en_us/productpage.1009635002.html,[],,[reviewsLabel],$12.99,"//lp2.hm.com/hmgoepprod?set=source[/b9/96/b996da9aa83d45fc2dc70194975890ee88518fd1.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Classic T-shirt in cotton jersey with a printed zodiac motif at front.,Regular length,Short sleeve,Regular fit,Round Neck,Cotton 100%,Black/neon green,Yes,1009635002,,women
332,Printed T-shirt,https://www2.hm.com/en_us/productpage.0950728016.html,[],,[reviewsLabel],$17.99,"//lp2.hm.com/hmgoepprod?set=source[/83/4d/834decebdbdbe55641fc74443958318b81bdf1c0.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Slightly oversized T-shirt in soft cotton jersey with a printed design. Crew neck and dropped shoulders.,,Short sleeve,,Round Neck,Cotton 100%,Black/white/red/blue,Yes,0950728016,,women
333,Printed Crop T-shirt,https://www2.hm.com/en_us/productpage.1020378002.html,[],,[reviewsLabel],$12.99,"//lp2.hm.com/hmgoepprod?set=source[/1a/9e/1a9e11f27cb3bc3c2b494d412b1c3741a17ddef9.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Fitted crop T-shirt in soft cotton jersey. Printed design at front and round neckline with narrow trim.,Crop,Short sleeve,Fitted,Round Neck,"Cotton 95%, Elastane 5%",Light blue/black/white,Yes,1020378002,environmentalMarker,women
