,name,supplier,rating,reviews,price,description,sleeve_length,fit,neckline,composition,color,imported,sustainability,article_number,length,gender
348,Linen T-shirt,[],,[reviewsLabel],,Straight-cut T-shirt in airy linen jersey. Low-cut V-neck and dropped shoulders.,Short sleeve,,Low-cut Neckline,Linen 100%,Mint green,Yes,,0965452002,,women
349,Oversized T-shirt,[],,[reviewsLabel],,Oversized T-shirt in cotton-blend sweatshirt fabric. Ribbed neckline and dropped shoulders.,Short sleeve,Oversized,Round Neck,"Polyester 52%, Cotton 48%",White,Yes,environmentalMarker,1021307002,Long,women
350,Sleeveless T-shirt,[],,[reviewsLabel],,"Oversized, sleeveless T-shirt in soft cotton jersey with a ribbed crew neck.",Sleeveless,Oversized,Round Neck,Cotton 100%,White/yellow/black,Yes,,0964835017,,women
351,Printed T-shirt,[],,[reviewsLabel],,Studio Collection. Boxy T-shirt in soft cotton jersey with an embroidered detail at front and printed design at back. Ribbed crew neck and gently dropped shoulders.,Short sleeve,Regular fit,Round Neck,Cotton 100%,White/orange,Yes,environmentalMarker,1008691001,Regular length,women
352,Zodiac T-shirt,[],,[reviewsLabel],,Classic T-shirt in cotton jersey with a printed zodiac motif at front.,Short sleeve,Regular fit,Round Neck,Cotton 100%,White/blue,Yes,,1009635006,Regular length,women
353,V-neck T-shirt,[],,[reviewsLabel],,"Loose-fit, V-neck T-shirt in soft, cotton-blend jersey.",Short sleeve,,V-neck,"Viscose 50%, Cotton 50%",Black,Yes,,0718278001,,women
354,Oversized Graphic T-shirt,[],,[reviewsLabel],,"Oversized T-shirt in soft, organic cotton jersey with a printed graphic design at front. Ribbed crew neck and dropped shoulders.",Short sleeve,Oversized,Round Neck,Cotton 100%,Dark gray/white,Yes,environmentalMarker,0951378029,,women
355,Cotton T-shirt,[],,[reviewsLabel],,Straight-cut T-shirt in soft cotton jersey with ribbed crew neck and gently dropped shoulders.,Short sleeve,,Round Neck,Cotton 100%,Light taupe,Yes,,0963662004,,women
356,Cotton T-shirt,[],,[reviewsLabel],,Straight-cut T-shirt in soft cotton jersey with ribbed crew neck and gently dropped shoulders.,Short sleeve,,Round Neck,Cotton 100%,White,Yes,,0963662001,,women
357,Oversized T-shirt,[],,[reviewsLabel],,Oversized T-shirt in cotton-blend sweatshirt fabric. Ribbed neckline and dropped shoulders.,Short sleeve,Oversized,Round Neck,"Polyester 52%, Cotton 48%",Black,Yes,environmentalMarker,1021307001,Long,women
358,Cotton T-shirt,[],,[reviewsLabel],,T-shirt in cotton jersey. Slightly wider neckline with narrow trim.,Short sleeve,,Round Neck,Cotton 100%,Light khaki green,Yes,,0979236019,,women
359,Fine-knit T-shirt,[],,[reviewsLabel],,"Straight-cut, relaxed-fit T-shirt in a fine-knit viscose blend. Dropped shoulders and a straight-cut hem with slits at sides. Ribbing at neckline and hem.",Short sleeve,Loose fit,Crew-neck,"Viscose 70%, Polyamide 30%",Black,Yes,environmentalMarker,0949684003,,women
360,Printed T-shirt,[],,[reviewsLabel],,T-shirt in soft cotton jersey with a printed design. Round neckline and short sleeves with sewn cuffs.,Short sleeve,,Round Neck,Cotton 100%,Dark gray/pink/purple/white/black,Yes,,0922205012,,women
361,Low-cut T-shirt,[],,[reviewsLabel],,T-shirt in soft viscose jersey with a scoop neckline at front.,Short sleeve,,Low-cut Neckline,Viscose 100%,Beige,Yes,environmentalMarker,0982756003,,women
362,H&M+ Wide-cut Cotton T-shirt,[],,[reviewsLabel],,Wide-cut T-shirt in soft cotton jersey with a ribbed neckline.,Short sleeve,Loose fit,Round Neck,Cotton 100%,White,Yes,,0966101002,,women
363,Oversized Printed T-shirt,[],,[reviewsLabel],,"Oversized T-shirt in cotton jersey with a printed design at front. Dropped shoulders and wide, elbow-length sleeves.",Short sleeve,Oversized,Round Neck,Cotton 100%,Black/red/white/blue,Yes,,1018158002,Long,women
364,Printed T-shirt,[],,[reviewsLabel],,Slightly oversized T-shirt in soft cotton jersey with a printed design. Crew neck and dropped shoulders.,Short sleeve,,Round Neck,Cotton 100%,Black/white/light blue/light purple,Yes,,0950728025,,women
365,Oversized Graphic T-shirt,[],,[reviewsLabel],,"Oversized T-shirt in soft, organic cotton jersey with a printed graphic design at front. Ribbed crew neck and dropped shoulders.",Short sleeve,Oversized,Round Neck,Cotton 100%,Light beige/black,Yes,environmentalMarker,0951378020,,women
366,Linen Jersey T-shirt,[],,[reviewsLabel],,Relaxed-fit T-shirt in melange linen jersey. Low-cut V-neck at front and dropped shoulders.,Short sleeve,Loose fit,Low-cut Neckline,Linen 100%,Light beige,Yes,,0989308006,,women
367,Graphic Design Crop T-shirt,[],,[reviewsLabel],,"Sex Education x H&M. Short, oversized T-shirt in cotton jersey with a graphic design. Ribbed neckline, heavily dropped shoulders, and short, wide sleeves. Roll-edge hem.",Short sleeve,Oversized,Round Neck,Cotton 100%,Dark red/gold-colored,Yes,environmentalMarker,0999151003,Crop,women
368,Printed T-shirt,[],,[reviewsLabel],,Relaxed-fit T-shirt in cotton jersey with a printed motif. Dropped shoulders and elbow-length sleeves.,Short sleeve,,Round Neck,Cotton 100%,White/black,Yes,,1031597002,Regular length,women
369,Oversized T-shirt,[],,[reviewsLabel],,"Oversized T-shirt in cotton jersey. Ribbed crew neck, dropped shoulders, and straight, elbow-length sleeves.",Short sleeve,Oversized,Round Neck,Cotton 100%,Powder pink,Yes,,0972246010,,women
370,Linen Jersey T-shirt,[],,[reviewsLabel],,Relaxed-fit T-shirt in melange linen jersey. Low-cut V-neck at front and dropped shoulders.,Short sleeve,Loose fit,Low-cut Neckline,Linen 100%,Light green,Yes,,0989308005,,women
371,Printed T-shirt,[],,[reviewsLabel],,Slightly oversized T-shirt in soft cotton jersey with a printed design. Crew neck and dropped shoulders.,Short sleeve,,Round Neck,Cotton 100%,Black/white/red/blue,Yes,,0950728016,,women
372,Wide-cut Cotton T-shirt,[],,[reviewsLabel],,Wide-cut T-shirt in soft cotton jersey with a ribbed neckline.,Short sleeve,Oversized,Round Neck,"Cotton 90%, Viscose 10%",Light gray melange,Yes,,0806388009,,women
373,H&M+ 2-pack T-shirts,[],,[reviewsLabel],,T-shirt in soft jersey made from a modal and cotton blend. Wide neckline and rounded hem.,Short sleeve,,Round Neck,"Shell: Cotton 50%, Modal 50%",Light gray melange/black,Yes,,0993012004,,women
374,Zodiac T-shirt,[],,[reviewsLabel],,Classic T-shirt in cotton jersey with a printed zodiac motif at front.,Short sleeve,Regular fit,Round Neck,Cotton 100%,White/neon green,Yes,,1009635004,Regular length,women
375,Cotton T-shirt,[],,[reviewsLabel],,T-shirt in cotton jersey. Slightly wider neckline with narrow trim.,Short sleeve,,Round Neck,Cotton 100%,Light blue,Yes,,0979236001,,women
376,H&M+ 2-pack T-shirts,[],,[reviewsLabel],,T-shirts in soft slub jersey made from a modal and cotton blend. Wide neckline and gently rounded hem.,Short sleeve,,Round Neck,"Cotton 50%, Modal 50%",Black,Yes,,0986152002,Regular length,women
377,Printed T-shirt,[],,[reviewsLabel],,Relaxed-fit T-shirt in jersey with a printed design at front. Dropped shoulders and ribbed neckline.,Short sleeve,,Round Neck,"Cotton 80%, Polyester 20%",Light gray melange/yellow,Yes,environmentalMarker,1004271004,,women
378,Printed T-shirt,[],,[reviewsLabel],,Sex Education x H&M. Oversized T-shirt in soft jersey with a printed motif at front. Dropped shoulders and wide sleeves.,Short sleeve,Oversized,Round Neck,Cotton 100%,Black/blue/orange,Yes,,0999058002,Regular length,women
379,Printed T-shirt,[],,[reviewsLabel],,Slightly oversized T-shirt in soft cotton jersey with a printed design. Crew neck and dropped shoulders.,Short sleeve,,Round Neck,Cotton 100%,White/blue/pink,Yes,,0950728024,,women
380,Printed Crop T-shirt,[],,[reviewsLabel],,"Boxy, crop T-shirt in jersey with a printed design at front. Ribbed crew neck, dropped shoulders, and short, wide sleeves. Roll-edge hem.",Short sleeve,Oversized,Round Neck,Cotton 100%,Dark blue/light blue/white/light pink/green,Yes,,0978114008,Crop,women
381,Printed T-shirt,[],,[reviewsLabel],,Relaxed-fit T-shirt in soft cotton jersey with a printed design. Ribbed neckline and dropped shoulders.,Short sleeve,,Round Neck,Cotton 100%,Dark gray/white,Yes,,0938083003,,women
382,H&M+ Modal-blend T-shirt,[],,[reviewsLabel],,"Oversized, straight-cut T-shirt in a soft modal and cotton blend. Ribbed neckline and heavily dropped shoulders.",Short sleeve,Oversized,Round Neck,"Cotton 50%, Modal 50%",White,Yes,,0940102002,,women
383,Ribbed Cotton T-shirt,[],,[reviewsLabel],,"Fitted, ribbed T-shirt in organic cotton stretch jersey.",Short sleeve,Fitted,Round Neck,"Cotton 95%, Elastane 5%",White,Yes,environmentalMarker,0800691007,,women
384,Linen T-shirt,[],,[reviewsLabel],,Straight-cut T-shirt in airy linen jersey. Low-cut V-neck and dropped shoulders.,Short sleeve,,Low-cut Neckline,Linen 100%,Orange,Yes,,0965452004,,women
385,Crop T-shirt,[],,[reviewsLabel],,"Slightly oversized crop T-shirt in soft cotton jersey with a printed design. Crew neck, heavily dropped shoulders, and wide, elbow-length sleeves.",Short sleeve,Oversized,Round Neck,Cotton 100%,White/dark blue,Yes,,0992852002,Crop,women
386,H&M+ Cotton Jersey T-shirt,[],,[reviewsLabel],,T-shirt in soft cotton jersey with a printed text detail at top.,Short sleeve,,Round Neck,Cotton 100%,Black/white,Yes,environmentalMarker,0990062001,,women
387,Low-cut T-shirt,[],,[reviewsLabel],,T-shirt in soft viscose jersey with a scoop neckline at front.,Short sleeve,,Low-cut Neckline,Viscose 100%,Dark khaki green,Yes,environmentalMarker,0982756004,,women
388,Wide-cut Cotton T-shirt,[],,[reviewsLabel],,Wide-cut T-shirt in soft cotton jersey with a ribbed neckline.,Short sleeve,Oversized,Round Neck,Cotton 100%,Black,Yes,,0806388001,,women
389,Ribbed T-shirt,[],,[reviewsLabel],,Fitted T-shirt in ribbed cotton jersey with a wide neckline.,Short sleeve,Fitted,Round Neck,"Cotton 85%, Viscose 10%, Elastane 5%",Gray melange,Yes,,0938690003,,women
390,Printed T-shirt,[],,[reviewsLabel],,Crew-neck T-shirt in soft cotton jersey with a printed design.,Short sleeve,,Round Neck,Cotton 100%,Light yellow/white,Yes,,0874122002,,women
391,Short Rugby Shirt,[],,[reviewsLabel],,"Sex Education x H&M. Short rugby shirt in soft jersey with a printed text design. Collar, button placket, and short sleeves.",Short sleeve,,,Cotton 100%,White/pink,Yes,environmentalMarker,1002539001,Short,women
