,title,description,price,color,gender,imageUrl,brand,composition,linen,nylon,cotton,lyocell,lambskin,elastane,wool,viscose,polyamide,silk,acrylic,polyester,modal
219,JACQUARD POLO,Short sleeve polo shirt. Front button closure.,25.9, white-orange ,women,https://static.zara.net/photos///2021/I/0/1/p/1930/450/048/2/w/563/1930450048_1_1_1.jpg?ts=1621419370069,Zara, '83% cotton · 11% polyester · 6% viscose',0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.11,0.0
220,MICKEY MOUSE ©DISNEY T-SHIRT,Round neck T-shirt with short sleeves. Contrasting ©Disney print on the front.,9.9, White ,women,https://static.zara.net/photos///2021/I/0/1/p/5643/815/250/2/w/563/5643815250_1_1_1.jpg?ts=1626085400909,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,LONG SLEEVED SHIRT,Long sleeve T-shirt with wide neckline.,19.9, Oyster White ,women,https://static.zara.net/photos///2021/I/0/1/p/5644/458/251/2/w/563/5644458251_1_1_1.jpg?ts=1629113454281,Zara, the production process is performed in a closed circuit that recovers water and 99% of chemicals. These technologies are used in its production process that comply with parameters established by the European Union of more responsible consumption and management of energy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,OPENWORK SWEATER,High collar sweater with long sleeves.,35.9, Beige marl ,women,https://static.zara.net/photos///2021/I/0/1/p/5039/477/720/2/w/563/5039477720_1_1_1.jpg?ts=1631865468629,Zara, '55% viscose · 45% polyester',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.45,0.0
223,POLO NECK SHIRT,Polo neck shirt with short sleeves. Rib trim.,19.9, Ecru ,women,https://static.zara.net/photos///2021/I/0/1/p/0858/455/712/2/w/563/0858455712_1_1_1.jpg?ts=1631882063146,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,PRINTED T-SHIRT,Round neck T-shirt with short sleeves.,9.9, Blue ,women,https://static.zara.net/photos///2021/I/0/1/p/0264/390/400/2/w/563/0264390400_1_1_1.jpg?ts=1628604818737,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,METAL TRIM TOP,Round neck T-shirt. Contrasting trim detail.,17.9, White ,women,https://static.zara.net/photos///2021/I/0/1/p/5070/485/250/2/w/563/5070485250_1_1_1.jpg?ts=1626875800619,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,LONG SLEEVE POLO SHIRT,Top with lapel collar and V-neck with long sleeves.,19.9, Green ,women,https://static.zara.net/photos///2021/I/0/1/p/4424/825/500/3/w/563/4424825500_1_1_1.jpg?ts=1633344854326,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,VASE FACE PATCH T-SHIRT,Round neck T-shirt with short sleeves. Contrasting patch detail at front.,25.9, Beige ,women,https://static.zara.net/photos///2021/I/0/1/p/5644/462/710/2/w/563/5644462710_1_1_1.jpg?ts=1628508844980,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,RUCHED POLO TOP,Lapel collar top with short puff sleeves with elastic cuffs. Pleats at waist. Front button closure.,29.9, Green ,women,https://static.zara.net/photos///2021/I/0/1/p/6050/453/500/2/w/563/6050453500_1_1_1.jpg?ts=1630068784742,Zara, '96% cotton · 4% elastane',0.0,0.0,0.96,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,JACQUARD POLO,Short sleeve polo shirt. Front button closure.,29.9, ecru-white ,women,https://static.zara.net/photos///2021/I/0/1/p/1930/550/072/2/w/563/1930550072_1_1_1.jpg?ts=1631265280890,Zara, '9% acrylic · 5% viscose · 46% cotton · 40% polyester',0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.09,0.4,0.0
230,RIBBED SHIRT WITH BUTTONS,Round neck tank top. Front button closure.,29.9, striped ,women,https://static.zara.net/photos///2021/I/0/1/p/5644/412/104/2/w/563/5644412104_1_1_1.jpg?ts=1624006788838,Zara, '60% viscose · 6% polyester · 34% polyamide',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.34,0.0,0.0,0.06,0.0
231,WASHED SHORT SLEEVE T-SHIRT,Round neck T-shirt with short sleeves.,12.9, White Navy ,women,https://static.zara.net/photos///2021/V/0/1/p/4424/932/060/2/w/563/4424932060_6_1_1.jpg?ts=1618500058971,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,CORSET TOP,Straight neck top with straps. Pronounced seam detail.,25.9, Black ,women,https://static.zara.net/photos///2021/I/0/1/p/1131/839/800/2/w/563/1131839800_1_1_1.jpg?ts=1630665039217,Zara, '79% viscose · 17% polyamide · 4% elastane',0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.79,0.17,0.0,0.0,0.0,0.0
233,SATIN EFFECT CORSET TOP,Crop top with sweetheart neckline and adjustable spaghetti straps. Side hidden in-seam zip closure.,25.9, Mid-green ,women,https://static.zara.net/photos///2021/I/0/1/p/0219/812/527/17/w/563/0219812527_1_1_1.jpg?ts=1627900798491,Zara, '98% viscose · 2% elastane',0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.98,0.0,0.0,0.0,0.0,0.0
234,EMBROIDERED PERFORATED T-SHIRT,Round neck T-shirt with short sleeves. Tonal embroidered eyelet detail.,19.9, White ,women,https://static.zara.net/photos///2021/I/0/1/p/5039/437/250/2/w/563/5039437250_1_1_1.jpg?ts=1624263013506,Zara, '98% polyester · 2% elastane',0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.98,0.0
235,MICKEY MOUSE ©DISNEY T-SHIRT,Round neck T-shirt with short sleeves. Mickey Mouse ©Disney print detail.,25.9, White ,women,https://static.zara.net/photos///2021/I/0/1/p/1443/627/250/2/w/563/1443627250_1_1_1.jpg?ts=1629448463985,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,PLEATED RUFFLE TOP,Long sleeve pleated top with V-neckline. Self ruffle detail. Elastic hem.,29.9, Brown ,women,https://static.zara.net/photos///2021/I/0/1/p/6050/629/700/2/w/563/6050629700_1_1_1.jpg?ts=1632915164240,Zara, '100% polyester',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
237,FLOWY DRAPED TOP,Top with draped neckline and spaghetti straps that cross at back.,19.9, Brown ,women,https://static.zara.net/photos///2021/I/0/1/p/5039/445/700/2/w/563/5039445700_1_1_1.jpg?ts=1633966353326,Zara, '100% polyester',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
238,TEXT T-SHIRT,Round neck T-shirt with short sleeves. Contrasting front text.,17.9, White ,women,https://static.zara.net/photos///2021/I/0/1/p/0264/452/250/2/w/563/0264452250_2_1_1.jpg?ts=1624966234124,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,STAR WARS™ © DISNEY EMBROIDERED T-SHIRT,Round neck T-shirt with short sleeves. Contras embroidery from Star Wars ™ © Disney.,25.9, White ,women,https://static.zara.net/photos///2021/I/0/1/p/1131/804/250/2/w/563/1131804250_1_1_1.jpg?ts=1625819419764,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,DINA BUKVA EMBROIDERED T-SHIRT,Round neck T-shirt with short sleeves. Front contrasting embroidered detail by Dina Bukva.,29.9, White ,women,https://static.zara.net/photos///2021/I/0/1/p/0085/380/250/2/w/563/0085380250_1_1_1.jpg?ts=1623396211351,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,CORSET STYLE SEAMED TOP,Top with round neckline and long sleeves. Pronounced seam detail.,25.9, Black ,women,https://static.zara.net/photos///2021/I/0/1/p/0264/821/800/2/w/563/0264821800_1_1_1.jpg?ts=1630665112501,Zara, '95% cotton · 5% elastane',0.0,0.0,0.95,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,SEAMLESS ASYMMETRICAL TOP,Short top with asymmetrical neckline and wide straps.,17.9, Black ,women,https://static.zara.net/photos///2021/I/0/1/p/4174/663/800/2/w/563/4174663800_1_1_1.jpg?ts=1630575284957,Zara, '95% cotton · 5% elastane',0.0,0.0,0.95,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,WASHED BASIC T-SHIRT,Round neck T-shirt with short sleeves.,12.9, White ,women,https://static.zara.net/photos///2021/I/0/1/p/4424/826/250/2/w/563/4424826250_1_1_1.jpg?ts=1629966643387,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,T-SHIRT WITH RUCHING,V-neck top with long sleeves. Adjustable ruching with tie at front.,29.9, Dark green ,women,https://static.zara.net/photos///2021/I/0/1/p/0264/825/529/2/w/563/0264825529_1_1_1.jpg?ts=1632901972329,Zara, '59% viscose · 41% polyamide',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.41,0.0,0.0,0.0,0.0
245,RIBBED CROPPED TOP,V-neck crop top with straps.,7.9, Black ,women,https://static.zara.net/photos///2021/I/0/1/p/0962/332/800/2/w/563/0962332800_1_1_1.jpg?ts=1623745869177,Zara, '95% cotton · 5% elastane',0.0,0.0,0.95,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,HOOK AND EYE SEAMLESS TOP,LIMITLESS CONTOUR COLLECTIONRound neck long sleeve top. Front closure with metal hooks.,35.9, Mid-blue ,women,https://static.zara.net/photos///2021/I/0/1/p/7901/413/427/2/w/563/7901413427_1_1_1.jpg?ts=1630665140383,Zara, '95% nylon · 5% elastane',0.0,0.95,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,SEAMLESS HALTER TOP,Crop tank top with high round neckline.,19.9, Sea green ,women,https://static.zara.net/photos///2021/I/0/1/p/1067/451/512/2/w/563/1067451512_1_1_1.jpg?ts=1623768448466,Zara, '97% polyamide · 3% elastane',0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.97,0.0,0.0,0.0,0.0
248,TEXT T-SHIRT,Round neck T-shirt with short sleeves. Front text detail and back print.,19.9, White ,women,https://static.zara.net/photos///2021/I/0/1/p/0085/466/250/2/w/563/0085466250_1_1_1.jpg?ts=1627036179215,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,TANK TOP,Straight neck top with short sleeves and exposed shoulders.,12.9, Black ,women,https://static.zara.net/photos///2021/I/0/1/p/3253/342/800/2/w/563/3253342800_1_1_1.jpg?ts=1620995154139,Zara, '95% cotton · 5% elastane',0.0,0.0,0.95,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,SILK RIB TOP,Top made of 100% mulberry silk. V-neck front and long sleeves. Scalloped trim.,89.9, Stone marl ,women,https://static.zara.net/photos///2021/I/0/1/p/8779/502/815/2/w/563/8779502815_1_1_1.jpg?ts=1631705870529,Zara, '100% silk (mulberry)',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
251,KNOTTED T-SHIRT,Round neck T-shirt with short sleeves. Knot detail at front hem.,9.9, Green ,women,https://static.zara.net/photos///2021/I/0/1/p/6050/362/500/2/w/563/6050362500_1_1_1.jpg?ts=1626424664181,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,CROP TOP,Short top with round neckline and thin elastic straps.,9.9, White ,women,https://static.zara.net/photos///2021/I/0/1/p/4174/801/250/2/w/563/4174801250_6_1_1.jpg?ts=1625823020695,Zara, '95% cotton · 5% elastane',0.0,0.0,0.95,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,CORSET BODYSUIT,Bodysuit with sweetheart neckline and adjustable spaghetti straps. Bottom snap button closure.,29.9, Turquoise ,women,https://static.zara.net/photos///2021/I/0/1/p/4886/455/402/2/w/563/4886455402_1_1_1.jpg?ts=1628164232324,Zara, '71% viscose · 23% polyamide · 6% elastane',0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.71,0.23,0.0,0.0,0.0,0.0
254,WASHED SPALDING® T-SHIRT,"Round neck T-shirt with short sleeves. Front text detail of Spalding © Russell Brands LLC 2021. Due to the dyeing process, the print on each item is unique and special and may differ slightly from the one pictured. Text detail of Spalding © Russell Brands LLC 2021.",29.9, Ecru ,women,https://static.zara.net/photos///2021/I/0/1/p/0085/166/712/2/w/563/0085166712_1_1_1.jpg?ts=1629374587711,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,TEXT T-SHIRT,Round neck T-shirt with short sleeves. Contrasting text at front.,9.9, White ,women,https://static.zara.net/photos///2021/I/0/1/p/5643/409/250/2/w/563/5643409250_1_1_1.jpg?ts=1633420878886,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,DISNEY DONALD DUCK© T-SHIRT,Round neck T-shirt with short sleeves. Donald Duck ©Disney print.,25.9, Printed ,women,https://static.zara.net/photos///2021/I/0/1/p/0085/812/021/2/w/563/0085812021_1_1_1.jpg?ts=1627484860211,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,DRAPED T-SHIRT,Round neck tank top. Side pleats. Asymmetric hem.,17.9, Ecru ,women,https://static.zara.net/photos///2021/I/0/1/p/0264/478/712/2/w/563/0264478712_6_1_1.jpg?ts=1628148944530,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,COTTON TANK TOP,Tank top made of 100% cotton. Tank style with round neckline.,19.9, Ecru ,women,https://static.zara.net/photos///2021/I/0/1/p/5644/512/712/3/w/563/5644512712_1_1_1.jpg?ts=1631115784229,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,WASHED T-SHIRT,Round neck T-shirt with short sleeves.,12.9, Blue ,women,https://static.zara.net/photos///2021/I/0/1/p/4174/823/400/2/w/563/4174823400_1_1_1.jpg?ts=1631614460505,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,CONTRAST TOP,Shirt with contrasting high collar and short sleeves.,25.9, Oyster White ,women,https://static.zara.net/photos///2021/I/0/1/p/5039/481/251/2/w/563/5039481251_1_1_1.jpg?ts=1632475882224,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,COMBINATION SCALLOPED T-SHIRT,Round neck T-shirt with short sleeves with contrast scalloped trim.,19.9, Oyster White ,women,https://static.zara.net/photos///2021/I/0/1/p/0858/628/251/2/w/563/0858628251_1_1_1.jpg?ts=1628860717181,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,CROP TOP,Round neck T-shirt with short sleeves.,7.9, Black ,women,https://static.zara.net/photos///2021/V/0/1/p/1660/309/800/2/w/563/1660309800_1_1_1.jpg?ts=1612198434229,Zara, '98% cotton · 2% elastane',0.0,0.0,0.98,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,TANK TOP WITH FRONT KNOT,Top with V-neck and long sleeves. Front knot with pleats.,25.9, Black ,women,https://static.zara.net/photos///2021/I/0/1/p/1165/482/800/2/w/563/1165482800_1_1_1.jpg?ts=1634227718222,Zara, '96% polyester · 4% elastane',0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.96,0.0
264,OVERSIZED STRIPED T-SHIRT,Roomy shirt with round neck and long sleeves.,29.9, striped ,women,https://static.zara.net/photos///2021/I/0/1/p/0858/470/104/2/w/563/0858470104_1_1_1.jpg?ts=1633694376811,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,T-SHIRT CHARLOTTE GAINSBOURG COLLECTION,"TTHE CHARLOTTE GAINSBOURG COLLECTION, EXCLUSIVELY FOR ZARAT-shirt with rib round neck and long sleeves.",25.9, Maroon ,women,https://static.zara.net/photos///2021/I/0/1/p/5644/486/605/2/w/563/5644486605_6_1_1.jpg?ts=1633539768087,Zara, the production process is performed in a closed circuit that recovers water and 99% of chemicals. These technologies are used in its production process that comply with parameters established by the European Union of more responsible consumption and management of energy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,LINEN BLEND T-SHIRT,Linen blend T-shirt. Round neck and short sleeves.,19.9, Apple green ,women,https://static.zara.net/photos///2021/I/0/1/p/0264/970/513/2/w/563/0264970513_1_1_1.jpg?ts=1625557473555,Zara, '72% cotton · 28% linen',0.28,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,COMBINATION CORSET TOP,V-neck corset top with long sleeves. Tonal matching fabric detail.,29.9, Black ,women,https://static.zara.net/photos///2021/I/0/1/p/0085/472/800/2/w/563/0085472800_1_1_1.jpg?ts=1630665651531,Zara, '97% cotton · 3% elastane',0.0,0.0,0.97,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,RUFFLED TOP,Sleeveless round neck top with ruffle trim.,9.9, White ,women,https://static.zara.net/photos///2021/I/0/1/p/5584/311/250/2/w/563/5584311250_1_1_1.jpg?ts=1621435229829,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,SEAMLESS TOP,LIMITLESS CONTOUR COLLECTIONStraight neck tank top with thin straps.,12.9, Light camel ,women,https://static.zara.net/photos///2021/I/0/1/p/7901/421/743/2/w/563/7901421743_1_1_1.jpg?ts=1631614486597,Zara, '60% viscose · 35% nylon · 5% elastane',0.0,0.35,0.0,0.0,0.0,0.05,0.0,0.6,0.0,0.0,0.0,0.0,0.0
270,RIB BANDEAU TOP,Straight neck top with elastic spaghetti straps.,7.9, White ,women,https://static.zara.net/photos///2021/I/0/1/p/3253/305/250/72/w/563/3253305250_1_1_1.jpg?ts=1624013529933,Zara, '93% cotton · 7% elastane',0.0,0.0,0.93,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,NATACHA PASCHAL PRINTED T-SHIRT,Round neck T-shirt with short sleeves. Print by Natacha Paschal.,25.9, Printed ,women,https://static.zara.net/photos///2021/I/0/1/p/0085/370/020/2/w/563/0085370020_1_1_1.jpg?ts=1623396176323,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,RIB BALLOON TOP,Square neck top. Tonal matching short puff sleeves with ruffle detail.,19.9, Black ,women,https://static.zara.net/photos///2021/I/0/1/p/4424/819/800/2/w/563/4424819800_1_1_1.jpg?ts=1628067280317,Zara, '95% cotton · 5% elastane',0.0,0.0,0.95,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,BEAD TRIM T-SHIRT,Round neck T-shirt with short sleeves. Eyelet fabric detail.,17.9, White ,women,https://static.zara.net/photos///2021/I/0/1/p/5070/168/250/2/w/563/5070168250_1_1_1.jpg?ts=1623404423838,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,BALLOON SLEEVE TOP,Round neck T-shirt. Matching tonal short balloon sleeves.,19.9, Dark fuchsia ,women,https://static.zara.net/photos///2021/V/0/1/p/0858/945/690/2/w/563/0858945690_1_1_1.jpg?ts=1617870194288,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,RIBBED CROP POLO SHIRT,Short polo shirt with V-neck lapel collar and short sleeves.,12.9, Tangerine ,women,https://static.zara.net/photos///2021/V/0/1/p/1660/318/643/2/w/563/1660318643_1_1_1.jpg?ts=1616676118024,Zara, '95% cotton · 5% elastane',0.0,0.0,0.95,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,MOCK NECK TOP,Short-sleeved high-neck top.,17.9, White ,women,https://static.zara.net/photos///2021/I/0/1/p/4424/639/250/2/w/563/4424639250_1_1_1.jpg?ts=1633085998107,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,WOOL BLEND TOP,Short sleeve T-shirt made of wool blend fabric with round neck.,12.9, Black ,women,https://static.zara.net/photos///2021/I/0/1/p/3431/300/800/2/w/563/3431300800_1_1_1.jpg?ts=1628174030929,Zara, the production process is performed in a closed circuit that recovers water and 99% of chemicals. These technologies are used in its production process that comply with parameters established by the European Union of more responsible consumption and management of energy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,SEAMLESS EMBROIDERED MINI CARDIGAN,LIMITLESS CONTOUR COLLECTIONMini cardigan with square neckline and long sleeves. False front buttons. Contrasting floral embroidery detail.,29.9, Ecru ,women,https://static.zara.net/photos///2021/I/0/1/p/1014/355/712/2/w/563/1014355712_1_1_1.jpg?ts=1628245982168,Zara, '95% polyamide · 5% elastane',0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.95,0.0,0.0,0.0,0.0
279,CROPPED CORSET,Strapless crop corset. Back zip closure.,25.9, Green ,women,https://static.zara.net/photos///2021/I/0/1/p/1165/462/933/2/w/563/1165462933_1_1_1.jpg?ts=1632312352304,Zara, '92% polyester · 8% elastane',0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.0
280,SEMI-SHEER TOP,Semi-sheer top with round neck and long sleeves.,19.9, Black ,women,https://static.zara.net/photos///2021/I/0/1/p/8779/491/800/2/w/563/8779491800_1_1_1.jpg?ts=1631113357308,Zara, '53% viscose · 47% polyester',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.47,0.0
281,OVERSIZED ASYMMETRIC T-SHIRT,Full cut top with round neckline. Below-the-elbow length sleeves with elastic cuffs. Asymmetric hem.,25.9, Brown Taupe ,women,https://static.zara.net/photos///2021/V/0/1/p/1044/159/737/3/w/563/1044159737_1_1_1.jpg?ts=1621845604187,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,KNOTTED CROP TOP,Crop top with V-neck wrap front and long sleeves. Front pleat and knot with slit detail.,25.9, Black ,women,https://static.zara.net/photos///2021/I/0/1/p/1165/472/800/2/w/563/1165472800_1_1_1.jpg?ts=1630665656411,Zara, '96% polyester · 4% elastane',0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.96,0.0
283,T-SHIRT WITH BUTTONS,Round neck T-shirt with short sleeves. Front button closure.,12.9, Beige ,women,https://static.zara.net/photos///2021/I/0/1/p/1660/811/710/3/w/563/1660811710_1_1_1.jpg?ts=1629906464151,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,BAMBI ©DISNEY T-SHIRT,Round neck top with short sleeves. Contrast Bambi © Disney embroidered detail.,25.9, Sand ,women,https://static.zara.net/photos///2021/I/0/1/p/1131/836/711/2/w/563/1131836711_1_1_1.jpg?ts=1631716487251,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,BUTTONED VEST,V-neck vest. Front button closure.,19.9, Light green ,women,https://static.zara.net/photos///2021/V/0/1/p/5580/951/526/2/w/563/5580951526_1_1_1.jpg?ts=1621588916506,Zara, '90% viscose · 10% polyamide',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0
286,OVERSIZED COTTON T-SHIRT,Full cut T-shirt made of 100% cotton. V-neck and short sleeves.,19.9, White ,women,https://static.zara.net/photos///2021/I/0/1/p/1044/635/250/2/w/563/1044635250_1_1_1.jpg?ts=1626346755196,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,WASHED TANK TOP,Round neck tank top. Rib trim.,9.9, White ,women,https://static.zara.net/photos///2021/I/0/1/p/1660/316/250/2/w/563/1660316250_1_1_1.jpg?ts=1622029813372,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,STRETCH BODYSUIT,Fitted bodysuit made of polyamide blend fabric. Round neck and long sleeves. Bottom snap button closure.,25.9, Black ,women,https://static.zara.net/photos///2021/I/0/1/p/5039/524/800/2/w/563/5039524800_1_1_1.jpg?ts=1634224107734,Zara, '92% polyamide · 8% elastane',0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.92,0.0,0.0,0.0,0.0
289,CABLE-KNIT CROP TOP,Top with round neck and short sleeves. Rib trim.,25.9, Pink ,women,https://static.zara.net/photos///2021/I/0/1/p/5039/478/620/2/w/563/5039478620_1_1_1.jpg?ts=1631865579127,Zara, '97% polyester · 3% elastane',0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.97,0.0
290,OVERSIZE V-NECK TOP,Roomy V-neck top with short sleeves.,19.9, Black ,women,https://static.zara.net/photos///2021/I/0/1/p/5644/806/800/2/w/563/5644806800_1_1_1.jpg?ts=1627484870196,Zara, '100% cotton',0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,RIBBED SWEATER,Round neck long sleeve sweater.,19.9, Ecru ,women,https://static.zara.net/photos///2021/I/0/1/p/2298/464/712/2/w/563/2298464712_1_1_1.jpg?ts=1634200750340,Zara, '49% polyester · 47% cotton · 4% elastane',0.0,0.0,0.47,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.49,0.0
292,VOLUMINOUS CROP TOP,Round neck top with short balloon sleeves.,19.9, Black ,women,https://static.zara.net/photos///2021/I/0/1/p/5039/438/800/2/w/563/5039438800_1_1_1.jpg?ts=1628666635951,Zara, '71% polyester · 26% viscose · 3% elastane',0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.26,0.0,0.0,0.0,0.71,0.0
293,MIXED POPLIN T-SHIRT,Round neck top with tonal matching long sleeves with elastic cuffs.,25.9, Black ,women,https://static.zara.net/photos///2021/I/0/1/p/4424/822/800/2/w/563/4424822800_1_1_1.jpg?ts=1632902014886,Zara, '95% cotton · 5% elastane',0.0,0.0,0.95,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
