SN,title,description,feature,price,color,gender,imageUrl,brand,composition,rayon,nylon,spandex,acrylic,polyester,cupro,modal,lyocell,cotton
203,T-shirt Stockholm Bike Surfer Grey Melange,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,grey,men,https://tshirtstore.centracdn.net/client/dynamic/images/6516_f7653ffc8c-aw_ss_21_carryovers_29474-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
204,T-shirt Stockholm Simplicity Bike Mint,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,mint,men,https://tshirtstore.centracdn.net/client/dynamic/images/6332_092a570a14-dedicated21082745976-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
205,T-shirt Stockholm Cyclopath Pale Red,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,red,men,https://tshirtstore.centracdn.net/client/dynamic/images/6269_cbbd531871-dedicated-4128-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
206,T-shirt Stockholm Love Your Mother,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,black,men,https://tshirtstore.centracdn.net/client/dynamic/images/3944_87a0805e75-dedicated-studio-day-225614-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
207,T-shirt Stockholm Good Things,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,grey,men,https://tshirtstore.centracdn.net/client/dynamic/images/4215_13a5528002-dedicated-studio-day-225538-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
208,T-shirt Stockholm Plastic,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,white,men,https://tshirtstore.centracdn.net/client/dynamic/images/4193_132f3bf3bc-dedicated0287-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
209,T-shirt Stockholm Save the Arctic,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,white,men,https://tshirtstore.centracdn.net/client/dynamic/images/2729_df37872bd7-dedicated0743-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
210,T-shirt Stockholm Video Retro White,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,white,men,https://tshirtstore.centracdn.net/client/dynamic/images/5873_e452a2a56d-dedicated0686-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
211,T-shirt Stockholm Catastrophe,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,white,men,https://tshirtstore.centracdn.net/client/dynamic/images/5354_dce2d90fcc-dedicated0335-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
212,T-shirt Stockholm Oh Shit,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,white,men,https://tshirtstore.centracdn.net/client/dynamic/images/4208_4b5d5d24ba-dedicated0306-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
213,T-shirt Stockholm Worker 2.0,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,white,men,https://tshirtstore.centracdn.net/client/dynamic/images/2094_6c6b5454ed-dedicated1032-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
214,T-shirt Stockholm Fuck Racism Black,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,black,men,https://tshirtstore.centracdn.net/client/dynamic/images/376_cdd78d4b88-2021_23_04_dedicated_ss_22_2015-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
215,T-shirt Stockholm Fuck Racism White,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,white,men,https://tshirtstore.centracdn.net/client/dynamic/images/3628_39f02b6319-dedicated0395-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
216,T-shirt Stockholm Local Planet Navy,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,navy,men,https://tshirtstore.centracdn.net/client/dynamic/images/3216_271df3b783-dedicated21082744328-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
217,T-shirt Stockholm Local Planet Grey Melange,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,grey,men,https://tshirtstore.centracdn.net/client/dynamic/images/6125_9208873420-aw_ss_21_carryovers_30316-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
218,T-shirt Stockholm Whale High,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,off-white,men,https://tshirtstore.centracdn.net/client/dynamic/images/5781_e55b0552e7-sunday_14502-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
219,T-shirt Stockholm Recycle Mountain,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,off-white,men,https://tshirtstore.centracdn.net/client/dynamic/images/5765_66c8629662-sunday_13205-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
220,T-shirt Stockholm Color Globe Off-White,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,off-white,men,https://tshirtstore.centracdn.net/client/dynamic/images/6220_ca3ec0f554-dedicated-4284-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
221,T-shirt Stockholm Simplicity Bike Off-White,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,off-white,men,https://tshirtstore.centracdn.net/client/dynamic/images/6231_71b57c9fb3-dedicated21082745608-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
222,T-shirt Stockholm Universal Love,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,black,men,https://tshirtstore.centracdn.net/client/dynamic/images/4217_6daf7925d1-dedicated-studio-day-225437-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
223,T-shirt Stockholm Morning Music Charcoal,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,grey,men,https://tshirtstore.centracdn.net/client/dynamic/images/6073_a8b03f44e2-dedicated_300720-6992-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
224,T-shirt Stockholm Cactus Sign Charcoal,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,grey,men,https://tshirtstore.centracdn.net/client/dynamic/images/6072_2726f2c428-dedicated-studio-day-225280-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
225,T-shirt Stockholm Stitch Bike Black,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,black,men,https://tshirtstore.centracdn.net/client/dynamic/images/5897_8acdb92ec7-dedicated2369-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
226,T-shirt Stockholm Rainbow Bicycle Black,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,black,men,https://tshirtstore.centracdn.net/client/dynamic/images/5896_9d2a518892-dedicated_300620-1906-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
227,T-shirt Stockholm Earth Greed,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,black,men,https://tshirtstore.centracdn.net/client/dynamic/images/5731_4c3b573c32-session-utan-namn4481_2-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
228,T-shirt Stockholm Camp Out,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,off-white,men,https://tshirtstore.centracdn.net/client/dynamic/images/5716_bd6e29027d-session-utan-namn4299-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
229,T-shirt Stockholm Local Planet Leaf Green,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,green,men,https://tshirtstore.centracdn.net/client/dynamic/images/5745_a8f35c8b26-aw_ss_21_carryovers_31273-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
230,T-shirt Stockholm Local Planet Charcoal,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,grey,men,https://tshirtstore.centracdn.net/client/dynamic/images/5744_4094152cee-aw_ss_21_carryovers_31345-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
231,T-shirt Stockholm Bike Road,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,white,men,https://tshirtstore.centracdn.net/client/dynamic/images/5415_f3e4505a0e-untitled-session32628-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
232,T-shirt Stockholm Rainbow Bicycle White,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,white,men,https://tshirtstore.centracdn.net/client/dynamic/images/6372_cd437fc0b5-dedicated_cph-1917-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
233,T-shirt Stockholm Lazy Dayz White,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,white,men,https://tshirtstore.centracdn.net/client/dynamic/images/6367_0c221867e9-dedicated_cph-1859-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
234,T-shirt Stockholm Slow Down White,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,white,men,https://tshirtstore.centracdn.net/client/dynamic/images/6423_73ac01d11f-aw_ss_21_carryovers_28858-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
235,T-shirt Stockholm Morning Music Off-White,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,off-white,men,https://tshirtstore.centracdn.net/client/dynamic/images/6226_4f77ae3d4f-dedicated_300720-6852-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
236,T-shirt Stockholm Cyclopath Off-White,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,off-white,men,https://tshirtstore.centracdn.net/client/dynamic/images/6222_50d4c75b58-dedicated-3862-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
237,T-shirt Stockholm Local Planet Yellow,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,yellow,men,https://tshirtstore.centracdn.net/client/dynamic/images/6319_9a4283d046-dedicated_300620-2104-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
238,T-shirt Stockholm Whale Shaka Off-White,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,off-white,men,https://tshirtstore.centracdn.net/client/dynamic/images/6235_45f7e238bc-dedicated_300720-6903-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
239,T-shirt Stockholm Infinity Bike Black,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,black,men,https://tshirtstore.centracdn.net/client/dynamic/images/5409_cb0b959ace-aw_ss_21_carryovers_29028-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
240,T-shirt Stockholm Drawn Bike Off-White,"It's fun, fast and free exercise. Nothing compares to the simple pleasure of riding a bike! Printed on the perfect crew neck T-shirt, made sustainably with care for people and planet.",Standard fit,39,off-white,men,https://tshirtstore.centracdn.net/client/dynamic/images/3962_11249fb90f-dscf1077-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
241,T-shirt Stockholm Cat Flip Grey Melange,"Kickflip, Heelflip or Catflip? Skateboarding is a lifestyle and there's always new tricks to learn, even if you're a cat.",,39,grey,men,https://tshirtstore.centracdn.net/client/dynamic/images/3957_44397dbb37-2021_23_04_dedicated_ss_22_2145-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
242,T-shirt Stockholm Caffeine Kick,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,white,men,https://tshirtstore.centracdn.net/client/dynamic/images/2436_f5e9945f75-dedicated0409-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
243,T-shirt Stockholm You Fucked The Planet,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,white,men,https://tshirtstore.centracdn.net/client/dynamic/images/3215_d3068e6f1d-dedicated-studio-day-225234-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
244,T-shirt Stockholm Sketch Bike,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,white,men,https://tshirtstore.centracdn.net/client/dynamic/images/3206_ab6242ee44-dedicated0274-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
245,T-shirt Stockholm Chinchillin,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,white,men,https://tshirtstore.centracdn.net/client/dynamic/images/2716_143c34f944-dedicated0911-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
246,T-shirt Stockholm Infinity Bike White,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,white,men,https://tshirtstore.centracdn.net/client/dynamic/images/5408_356f144147-untitled-session32195-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
247,T-shirt Stockholm Vote Earth White,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,white,men,https://tshirtstore.centracdn.net/client/dynamic/images/5295_ca211d433b-dedicated21082745511-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
248,T-shirt Stockholm Bruised Rider,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,off-white,men,https://tshirtstore.centracdn.net/client/dynamic/images/5247_78f53c8886-dedicated_ss201168-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
249,T-shirt Stockholm Biketernity Black,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,black,men,https://tshirtstore.centracdn.net/client/dynamic/images/5405_e833e4532d-untitled-session32297-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
250,T-shirt Stockholm Biketernity White,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,white,men,https://tshirtstore.centracdn.net/client/dynamic/images/5404_a2700319de-untitled-session32236-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
251,T-shirt Stockholm Amazoff Off-White,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,off-white,men,https://tshirtstore.centracdn.net/client/dynamic/images/5375_e0f274ce33-dedicated0850-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
252,T-shirt Stockholm Protect Our Oceans,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,off-white,men,https://tshirtstore.centracdn.net/client/dynamic/images/5280_7f713bf867-dedicated0799-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
253,T-shirt Stockholm Local Planet Off-White,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,off-white,men,https://tshirtstore.centracdn.net/client/dynamic/images/5272_90b9edc4a8-dedicated_300620-1867-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
254,T-shirt Stockholm Bicycle Charcoal,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,grey,men,https://tshirtstore.centracdn.net/client/dynamic/images/5242_a1053e45be-aw_ss_21_carryovers_31930-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
255,T-shirt Stockholm Color Bike Grey Melange,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,grey,men,https://tshirtstore.centracdn.net/client/dynamic/images/4843_c168ed6649-dedicated2158-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
256,T-shirt Stockholm Stitch Bike Burgundy,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,burgundy,men,https://tshirtstore.centracdn.net/client/dynamic/images/4840_9b69c93137-untitled-session33029-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
257,T-shirt Stockholm Good and You Burgundy,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,burgundy,men,https://tshirtstore.centracdn.net/client/dynamic/images/5739_88e8dbc267-aw_21_studio_day_2_26_11_202015580-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
258,T-shirt Stockholm Love Mother,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,white,men,https://tshirtstore.centracdn.net/client/dynamic/images/4827_6a634696e0-aw_ss_21_carryovers_31912-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
259,T-shirt Stockholm Respect Life Charcoal,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,grey,men,https://tshirtstore.centracdn.net/client/dynamic/images/4825_d9454ef519-untitled-session33125-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
260,T-shirt Stockholm Local Planet Burgundy,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,burgundy,men,https://tshirtstore.centracdn.net/client/dynamic/images/4823_261169fbab-aw_ss_21_carryovers_31489-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
261,T-shirt Stockholm Nun Sleigh,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,white,men,https://tshirtstore.centracdn.net/client/dynamic/images/4820_abf85ccdb9-2021_23_04_dedicated_ss_22_2256-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
262,T-shirt Stockholm Cross Stitch Bike,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,off-white,men,https://tshirtstore.centracdn.net/client/dynamic/images/5253_41d0ba4709-dedicated-studio-day-225395-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
263,T-shirt Stockholm Going Gone Black,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,39,black,men,https://tshirtstore.centracdn.net/client/dynamic/images/4713_930b72369e-dedicated-studio-day-225719-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
264,T-shirt Stockholm Good and You Grey Melange,"Daren Thomas aka ＆＊Real Fun, Wow＊＊ is a California based illustrator, muralist and designer. Daren does timeless designs with a charming vintage feel. Illustrations that capture that place between imagination and reality, inspired by the natural and supernatural. ＆＊We all have the ability to create within us, its a matter of choosing to use it＊＊- Daren Thomas. The perfect crew neck T-shirt, made sustainably with care for people and planet.",Standard fit; Crew neck.,39,grey,men,https://tshirtstore.centracdn.net/client/dynamic/images/5738_defc0e76b0-saturday_10460-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
265,T-shirt Stockholm Stripes Burgundy,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,44,burgundy,men,https://tshirtstore.centracdn.net/client/dynamic/images/5773_68f7d9a3e4-dedicated-aw-21-08-12-2126323-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
266,T-shirt Stockholm Stripes Mocha Brown,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,44,Brown,men,https://tshirtstore.centracdn.net/client/dynamic/images/5772_044d244222-session-utan-namn4339_2-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
267,T-shirt Stockholm Pong Pong Black,"Liana is a New York-based cartoonist, illustrator and author. Her drawings are both contemporary, fun and relatable. Simple sharp lines of black ink that capture ironic situations from everyday life. In 2015 Liana began working for?The New Yorker?with a monthly comic called?Dear Pepper, which still runs. She also drew the cover of the Ariana Grande and Justin Bieber single Stuck With U. She's done a lot over the years and we're thrilled to have her on board for our AW21 collection. The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,45,black,men,https://tshirtstore.centracdn.net/client/dynamic/images/6848_12aa8ca2ed-dedicated21082742042-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
268,T-shirt Stockholm Astrid,Hans Gedda's amazing portrait of Astrid Lindgren.,,45,white,men,https://tshirtstore.centracdn.net/client/dynamic/images/2245_6443ecc5c2-aw_ss_21_carryovers_31861-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
269,T-shirt Stockholm Secret Garden,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,45,grey,men,https://tshirtstore.centracdn.net/client/dynamic/images/5766_875d54ae1a-dedicated23394-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
270,T-shirt Stockholm Cat Crowd,"Christopher David Ryan, aka CDR, is a US-based illustrator and graphic designer. It's all about vibrant colors and interesting characters 每 promoting good vibes and small truths of daily life. CDR is a cosmic enthusiast and deep thinker that tries to make the world a better place through his art. And we believe he does. The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,45,black,men,https://tshirtstore.centracdn.net/client/dynamic/images/3987_b54d65b38f-dedicated-studio-day-225475-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
271,T-shirt Stockholm Black Birds,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,45,off-white,men,https://tshirtstore.centracdn.net/client/dynamic/images/6506_8c60ca9e5d-dedicated22712-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
272,T-shirt Stockholm Snoopy Puffer White,"Our limited Peanuts collection made in 100% organic cotton. The American comic strip was written and illustrated by Charles M. Schulz and ran in over 2,600 newspapers, with a readership of around 355 million in 75 countries. Making it one of the most popular and influential comic strips in history! Enjoy the range of fun patterns, and cute embroideries. The perfect crew neck T-shirt, made sustainably with care for people and planet.",Standard fit; Crew neck.,45,white,men,https://tshirtstore.centracdn.net/client/dynamic/images/6851_41223eff23-dedicatedcatalog_aw_217830-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
273,T-shirt Stockholm Double Scarf Dark Green,"Our limited Peanuts collection made in 100% organic cotton. The American comic strip was written and illustrated by Charles M. Schulz and ran in over 2,600 newspapers, with a readership of around 355 million in 75 countries. Making it one of the most popular and influential comic strips in history! Enjoy the range of fun patterns, and cute embroideries. The perfect crew neck T-shirt, made sustainably with care for people and planet.",Standard fit; Crew neck.,45,green,men,https://tshirtstore.centracdn.net/client/dynamic/images/6830_8880c9d49b-dedicatedcatalog_aw_217893-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
274,T-shirt Stockholm Ikat Navy,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,45,off-white,men,https://tshirtstore.centracdn.net/client/dynamic/images/6833_f2b52d002c-dedicatedcatalog_aw_218453-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
275,T-shirt Stockholm Ikat Black,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,45,black,men,https://tshirtstore.centracdn.net/client/dynamic/images/6832_cd0057a1f9-dedicatedcatalog_aw_218499-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
276,T-shirt Stockholm Where They Belong Off-White,"The perfect crew neck T-shirt, made sustainably with care for people and planet. ",Standard fit; Crew neck.,45,off-white,men,https://tshirtstore.centracdn.net/client/dynamic/images/6861_941ac58ad6-dedicated005565-2-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
277,T-shirt Stockholm Peanuts AOP Off-White,"Our limited Peanuts collection made in 100% organic cotton. The American comic strip was written and illustrated by Charles M. Schulz and ran in over 2,600 newspapers, with a readership of around 355 million in 75 countries. Making it one of the most popular and influential comic strips in history! Enjoy the range of fun patterns, and cute embroideries. The perfect crew neck T-shirt, made sustainably with care for people and planet.",Standard fit; Crew neck.,45,off-white,men,https://tshirtstore.centracdn.net/client/dynamic/images/6846_ed9f78a7eb-untitled-session32094-ded-large.jpg,Dedicated,"100% Cotton, Organic and Fairtrade-certified",0,0,0,0,0,0,0,0,1
